"item_id","type","target_gender","gender_match","word_nr","word","AOI_id","correctness","subj_id","word_length","word_len_pre1","word_len_pre2","cond","log_freq","Gram","Gen","Synt","Lex","Gram_x_Gen","Gen_x_Synt","Gen_x_Lex","Gram_x_Synt","Gram_x_Lex","Gram_x_Gen_x_Synt","Gram_x_Gen_x_Lex","first_duration","FPFix","FPReg","gaze_duration","go_past_time","RegIn_excl","RegIn_incl","right_bounded_rt","total_duration"
"4","stim_adj","F","Match",6,"плохо","R5",1,"173",-0.202278434824128,-0.84675733536293,-0.84675733536293,"j",2.10209052551184,-0.5,-0.5,0.666666666666667,0,0.5,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,0,1347,NA,NA,NA,NA,0,1,NA,1347
"4","stim_adj","F","Match",7,"работает","R6",1,"173",1.08667936625348,-0.202278434824128,-0.84675733536293,"j",NA,-0.5,-0.5,0.666666666666667,0,0.5,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,0,1002,1,1,1002,NA,0,0,1002,1002
"5","stim_adj","M","Mis",0,"На","R1",1,"173",-1.16899678563233,NA,NA,"a",NA,0.5,0.5,0.666666666666667,0,0.5,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,600,NA,NA,NA,NA,0,1,NA,600
"5","stim_adj","M","Mis",1,"стене","R1",1,"173",-0.202278434824128,-1.16899678563233,NA,"a",NA,0.5,0.5,0.666666666666667,0,0.5,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,1130,1,1,1130,1730,0,0,1130,1130
"5","stim_adj","M","Mis",3,"плакат","R3",1,"173",0.119961015445273,0.119961015445273,-0.202278434824128,"a",1.33,0.5,0.5,0.666666666666667,0,0.5,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,651,1,0,651,651,0,0,651,651
"5","stim_adj","M","Mis",6,"держится","R6",1,"173",1.08667936625348,0.442200465714674,-0.202278434824128,"a",NA,0.5,0.5,0.666666666666667,0,0.5,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,901,1,0,901,901,0,0,901,901
"6","stim_adj","M","Match",1,"комнате","R1",1,"173",0.442200465714674,-1.49123623590173,NA,"d",NA,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,601,1,0,601,601,0,0,601,601
"6","stim_adj","M","Match",2,"странный","R2",1,"173",0.764439915984075,0.442200465714674,-1.49123623590173,"d",2.2027606873932,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,449,1,0,449,449,0,0,449,449
"6","stim_adj","M","Match",4,"в","R4",1,"173",-1.49123623590173,-0.202278434824128,0.764439915984075,"d",NA,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,550,1,0,550,550,0,0,550,550
"6","stim_adj","M","Match",6,"привлекает","R5",1,"173",1.40891881652288,-0.524517885093529,-1.49123623590173,"d",0.963315511386111,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,701,1,0,701,701,0,0,701,701
"7","stim_adj","F","Mis",1,"холодильнике","R1",1,"173",2.05339771706168,-1.49123623590173,NA,"g",NA,0.5,-0.5,0.666666666666667,0,-0.5,-0.666666666666667,0,0.666666666666667,0,-0.333333333333333,0,1849,1,0,1849,1849,0,0,1849,1849
"7","stim_adj","F","Mis",3,"колбаса","R3",1,"173",0.442200465714674,0.442200465714674,2.05339771706168,"g",1.46,0.5,-0.5,0.666666666666667,0,-0.5,-0.666666666666667,0,0.666666666666667,0,-0.333333333333333,0,799,1,0,799,799,1,1,799,1799
"7","stim_adj","F","Mis",5,"Испании","R4",1,"173",0.442200465714674,-1.16899678563233,0.442200465714674,"g",NA,0.5,-0.5,0.666666666666667,0,-0.5,-0.666666666666667,0,0.666666666666667,0,-0.333333333333333,0,350,1,1,350,1350,0,0,350,350
"9","stim_adj","M","Mis",1,"реке","R1",1,"173",-0.524517885093529,-1.16899678563233,NA,"a",NA,0.5,0.5,0.666666666666667,0,0.5,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,841,1,0,841,841,0,0,841,841
"9","stim_adj","M","Mis",2,"ржавая","R2",1,"173",0.119961015445273,-0.524517885093529,-1.16899678563233,"a",0.133538908370218,0.5,0.5,0.666666666666667,0,0.5,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,950,1,0,950,950,0,0,950,950
"9","stim_adj","M","Mis",4,"вечером","R4",1,"173",0.442200465714674,-0.202278434824128,0.119961015445273,"a",2.1364986081567,0.5,0.5,0.666666666666667,0,0.5,0.666666666666667,0,0.666666666666667,0,0.333333333333333,0,650,1,0,650,650,0,0,650,650
"14","stim_adj","M","Match",1,"саду","R1",1,"173",-0.524517885093529,-1.49123623590173,NA,"d",NA,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,600,1,0,600,600,0,0,600,600
"14","stim_adj","M","Match",3,"перец","R3",1,"173",-0.202278434824128,0.442200465714674,-0.524517885093529,"d",1.21,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,750,1,0,750,750,0,0,750,750
"14","stim_adj","M","Match",6,"созреет","R6",1,"173",0.764439915984075,-0.202278434824128,-0.84675733536293,"d",NA,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,1300,1,0,1300,1300,0,0,1300,1300
"16","stim_adj","F","Match",0,"На","R1",1,"173",-1.16899678563233,NA,NA,"j",NA,-0.5,-0.5,0.666666666666667,0,0.5,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,0,747,1,0,747,747,0,0,747,747
"16","stim_adj","F","Match",2,"грязная","R2",1,"173",0.442200465714674,0.119961015445273,-1.16899678563233,"j",1.001733712809,-0.5,-0.5,0.666666666666667,0,0.5,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,0,653,1,0,653,653,0,0,653,653
"16","stim_adj","F","Match",3,"машина","R3",1,"173",0.119961015445273,0.442200465714674,0.119961015445273,"j",2.69,-0.5,-0.5,0.666666666666667,0,0.5,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,0,597,1,0,597,597,0,0,597,597
"16","stim_adj","F","Match",5,"не","R5",1,"173",-1.16899678563233,-0.202278434824128,0.119961015445273,"j",NA,-0.5,-0.5,0.666666666666667,0,0.5,-0.666666666666667,0,-0.666666666666667,0,0.333333333333333,0,749,1,0,749,749,0,0,749,749
"18","stim_adj","M","Match",1,"шкафу","R1",1,"173",-0.202278434824128,-1.49123623590173,NA,"d",NA,-0.5,0.5,0.666666666666667,0,-0.5,0.666666666666667,0,-0.666666666666667,0,-0.333333333333333,0,1101,1,0,1101,1101,0,0,1101,1101
