"method","measure","pp_counts","item_counts","interactions","Estimate","SE","df","t","p"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0818215917663248","0.0280451151721929","742.001303512012","2.91749886794732","0.00363510632909352"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0157258291033753","0.0280451151721929","742.001303512042","-0.560733268764311","0.575148659666693"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0581702754601571","0.0263484747793384","762.245490641128","-2.20772837696747","0.0275603105292755"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0274686848520118","0.0263484747793384","762.245490641127","1.04251517714232","0.297503419088566"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0188005939515095","0.0276900931817295","761.168161983187","-0.678964632878683","0.497366659924463"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0263944495312455","0.0276900931817295","761.168161975945","0.95320912638391","0.340786720301471"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.000234395416850278","0.0273730235893609","761.715328417554","-0.00856300788566816","0.993170033826353"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00942603769648148","0.0273730235893609","761.715328417554","0.344355005785518","0.730674367987293"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0405759153031436","0.0269341935056639","739.801197423642","1.50648339608205","0.132369981822447"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0244970521501485","0.0269341935056639","739.801197423642","0.909514968213068","0.363374570696383"
"motr","gaze_duration","36","24","Gram_x_Synt","0.028113878861881","0.0275648253077148","737.427138803816","1.0199186299219","0.308101535685281"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.017220606973512","0.0275648253077148","737.427138803815","-0.624731221086038","0.532340722364318"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0303127984470976","0.0273245491110069","740.974673278006","1.10936134111311","0.267634241880682"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0104871510635933","0.0273245491110069","740.974673278006","0.383799601632544","0.701237084051399"
"motr","gaze_duration","36","24","Gram_x_Synt","0.000441734004816108","0.0279456853089589","740.314316768087","0.0158068768016398","0.987392721063031"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00304747457738053","0.0279456853089589","740.314316768087","0.109049913920113","0.913192451428083"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0661165423687908","0.0273782824959978","735.18662327988","2.41492658929411","0.0159814429618755"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.013950147046805","0.0273782824959978","735.186623279879","-0.509533315278057","0.610531359331074"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0173257410805639","0.0277764733033813","761.613226996072","0.623755971153285","0.532974625454027"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0101213143211011","0.0277764733033813","761.613226996072","-0.364384427445258","0.715672105976271"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0346088072171152","0.0271074005229892","739.068872535381","1.2767291053144","0.202098899703731"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0228656848362887","0.0271074005229892","739.068872535381","0.843521857320726","0.399209569757264"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0265707089110071","0.0271027062773951","738.571586069856","0.980371061068844","0.327224009485471"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0117512576071241","0.0271027062773951","738.571586069856","-0.433582443275237","0.664718295328556"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.00410017170940361","0.026653746050461","763.108624302722","-0.153830973764106","0.877783681888166"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00415457914369678","0.026653746050461","763.108624302721","0.155872241591531","0.876174948850149"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0298420198566351","0.0281352727819069","761.369699424474","1.0606621833013","0.289179794539537"
"motr","gaze_duration","36","24","Gram_x_Lex","0.008559370354583","0.0281352727819068","761.369699425462","0.304222049700095","0.761041854420415"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0533637235314055","0.0267504408665668","741.250536999258","1.99487267509301","0.0464224861924284"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0184077688906483","0.0267504408665668","741.250537006813","0.688129552049911","0.491586484348611"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0154858006772135","0.0269341349416445","737.986789694221","0.574950734848734","0.565499850370595"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00263444842579142","0.0269341349416445","737.986789694221","0.0978107680643619","0.922109115093245"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0137404521010257","0.0283566927925498","738.735991128388","0.484557638704459","0.628133802606669"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0322164106351958","0.0283566927925498","738.735991123576","1.13611311695911","0.256277652104061"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0135624420452845","0.0287007641143175","737.893838931829","-0.472546375116153","0.636676577094024"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0379675384384656","0.0287007641143175","737.893838931828","1.32287552649253","0.186286580583241"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0256832815269982","0.0273037980325029","740.754183866324","0.940648678122526","0.347191565990731"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0106985558043446","0.0273037980325028","740.754183866324","-0.391833978247601","0.695293585391477"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0428832052825075","0.0276691717891585","737.995658015367","1.54985503755882","0.121605019575915"
"motr","gaze_duration","36","24","Gram_x_Lex","0.000578583936712518","0.0276691717891585","737.995658009358","0.0209107790114348","0.983322480299093"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00968782395897548","0.02794549996848","796.999702390611","0.346668478642446","0.728931900266743"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0333666166693441","0.02794549996848","796.99970239061","-1.1939888964942","0.232837557512375"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0730818190586955","0.0271637958223724","731.343126049275","2.69041261893541","0.00729923521686142"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0134827158818706","0.0271637958223724","731.343126049274","-0.496348741907641","0.619797525255857"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.00255199435767104","0.0269108666230125","737.704162416186","-0.0948313702944347","0.924474521261172"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0232287750491708","0.0269108666230125","737.704162416185","0.863174544862372","0.388322042404744"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0172758712240725","0.0288486955743311","775.203154129091","0.598844103004928","0.549451796299327"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0030315907604308","0.0288486955743311","775.203154128133","0.105085886903262","0.916334841699842"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.023201537800386","0.0274039404285319","740.027983913711","-0.846649694809199","0.397464106323373"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0564747972149612","0.0274039404285319","740.027983919917","2.06082761573083","0.0396684095952925"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0206476737864581","0.0273790199204694","741.313185452966","0.754142180634497","0.451003328794686"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.00115768468170622","0.0273790199204694","741.313185452965","-0.0422836421854787","0.966283971102053"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.018869899978499","0.0274813567687377","738.803974837655","-0.686643681288874","0.492522744772881"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0281048138601559","0.0274813567687377","738.803974843753","1.02268654698037","0.306790819388296"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0541233373700264","0.0269810111921433","738.642027790769","2.0059788339507","0.0452226846786958"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.00183511190603755","0.0269810111921433","738.642027790768","-0.0680149418036609","0.945792146709954"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0134222838423002","0.0281761848960555","761.953488435909","0.476369809887898","0.633947507819446"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00320527034838882","0.0281761848960555","761.953488435908","0.11375813866261","0.909459490117159"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.00990557523762396","0.028848450355141","741.126473481596","-0.343365938748205","0.73142055964588"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0178890831203258","0.028848450355141","741.126473480651","0.620105513471293","0.535378936178183"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0293366811184314","0.027431772179608","762.022247917515","1.06944170162799","0.285209321507462"
"motr","gaze_duration","36","24","Gram_x_Lex","0.052033025906381","0.027431772179608","762.022247917515","1.89681605569256","0.0582301100691931"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0322263996150295","0.0280890820056336","739.065060512372","1.14729273133832","0.25163191773152"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0580156980722466","0.0280890820056336","739.065060518241","-2.06541808880087","0.0392315698678995"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0212071133608942","0.0273186699190311","761.735514361932","0.776286452588991","0.43782083530023"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0063313173800374","0.0273186699190311","761.735514361932","-0.231757893001475","0.816788306750296"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0118144678641654","0.0281761027117183","740.842630501472","0.419308091862252","0.675112536178846"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0367507704501627","0.0281761027117183","740.842630501472","1.30432412268565","0.192528162207738"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0201484783029141","0.0270366860075159","765.536086685765","0.745227366154012","0.456363013669833"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0059309095223115","0.0270366860075159","765.536086685765","-0.219365255070935","0.826424008385545"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0426522098894266","0.0271571998103271","762.058819610574","1.5705672966035","0.116698279506399"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0245030136526364","0.0271571998103271","762.058819610574","-0.902265838295987","0.367200753635032"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0230604392460016","0.0273905199929889","797.001553074552","-0.841913160170173","0.400089112958382"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0105435359075578","0.0273905199929889","797.001553081175","-0.384933762128526","0.700389189127833"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00508935750375908","0.027321290097846","741.782830398506","0.186278081508323","0.852277624532642"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0124685118243681","0.027321290097846","741.782830398505","-0.45636614448712","0.648260295106506"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0640933765529654","0.0278000549073881","741.008717180229","2.30551258860759","0.0214132176335692"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0119623599055668","0.0278000549073881","741.008717180229","0.430299866148384","0.667102640249026"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0168091938002554","0.027908045325509","763.368653467872","0.602306381697436","0.547149074058313"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0364593688739989","0.027908045325509","763.368653467871","1.30641069443418","0.191806400261306"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0240204329721164","0.0267317986660437","766.251024434787","0.898571520465197","0.369163201527592"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0246219132341121","0.0267317986660437","766.251024434786","0.921072073814034","0.357302691529547"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00357856381947738","0.0269573040010749","761.26929419416","0.132749321643392","0.894426715159315"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0053256285298574","0.0269573040010748","761.269294188673","0.197557905999986","0.843443708747785"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0935672772564515","0.0267546144277076","762.326387204778","3.49723885983389","0.000497327892847423"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.060252869699442","0.0267546144277076","762.326387203718","-2.2520552431151","0.0246025909190393"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00127848867064172","0.0277800423191589","740.222157508842","0.0460218402820786","0.963305255053891"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.00945764687157127","0.0277800423191589","740.222157508842","-0.340447532905616","0.73361612119927"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00973882794489348","0.027014842730862","741.89188762811","0.36049915381398","0.718576502909709"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0185903889636598","0.027014842730862","741.891887622785","0.688154624806385","0.491570519914758"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0401662514955554","0.0273017369246189","763.367040685155","1.47119766066371","0.141649759892602"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0285452868544089","0.0273017369246189","763.367040685155","-1.04554838152691","0.29610054785396"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.000402490288371","0.0269390282695072","760.880863549445","-0.0149407871859501","0.988083336721133"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0749522628920408","0.0269390282695072","760.880863549445","2.78229274427395","0.00553131849383388"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0753052035418361","0.0272261028833676","758.739517882611","2.76591930414837","0.00581425301986033"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.010658566247003","0.0272261028833676","758.739517890044","-0.391483360386267","0.695549903189118"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00241533562369109","0.0267389557033806","741.907602470281","0.0903302152292252","0.92804919075919"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0237351573540033","0.0267389557033806","741.90760247028","-0.887662091867055","0.375010215111017"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0017909402367274","0.0271146266336131","738.699634810158","-0.0660507061715257","0.947355327292423"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0383888572399536","0.0271146266336131","738.699634810158","1.41579885125042","0.157255885764286"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0265509637833399","0.0258609151110185","762.526973837354","-1.02668307248058","0.304895291736978"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0399696195979428","0.0258609151110185","762.526973837316","1.54556091408045","0.122625544693514"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0060861119692971","0.0270501433104883","760.770780425945","-0.224993705188146","0.822044590680739"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.00465634906615969","0.0270501433104883","760.770780425945","-0.172137685657076","0.863375066156754"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0175538975594343","0.0266743365175275","739.453805980107","0.65808188135813","0.510690336627662"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0177655149704294","0.0266743365175275","739.453805980106","0.666015252478944","0.505609064581152"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0510367344494234","0.0263213576380537","740.669531207498","1.93898563862974","0.0528825792989608"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0254350817581206","0.0263213576380537","740.669531215296","-0.966328641093659","0.334195169583151"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00221051333995835","0.0279602412003162","759.587579496456","0.0790591656245566","0.937006385344207"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00621996642123893","0.0279602412003162","759.587579496456","0.222457538069042","0.824017525512946"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0457191583840805","0.0268629274933536","742.245405366536","1.70194251521516","0.0891848926960238"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0493673160877748","0.0268629274933535","742.245405366536","1.8377489236789","0.0664989311749584"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0114391320118953","0.0278167939631504","741.134969095817","0.411231144288193","0.681021935952232"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.00432513536968818","0.0278167939631504","741.134969089816","-0.155486479693447","0.876480149497567"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0120426560445558","0.0272749359240115","766.799155871395","0.441528298292136","0.658955056859112"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0450523373406474","0.0272749359240115","766.799155871394","1.65178526784313","0.0989877451255912"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0339589879750567","0.0275867265430174","761.950725519127","1.23099012570784","0.218706396417395"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00997065630574889","0.0275867265430174","761.950725519127","0.36142948276959","0.717878607851523"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0727111590686907","0.0280103806896839","739.743305038858","2.59586472151983","0.00962250152230651"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0820102718610572","0.0280103806896839","739.743305038858","-2.92785281177064","0.00351789872195252"
"motr","gaze_duration","36","24","Gram_x_Synt","0.104227764157661","0.0271829461531225","739.494224291438","3.83430712662795","0.000136644375974809"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0485532207246234","0.0271829461531225","739.494224290409","-1.78616476856928","0.0744822016791346"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0193078659215797","0.028575143499939","741.061026309865","0.675687452684918","0.49944989433199"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0159276496812036","0.0285751434999389","741.061026310798","0.557395264917486","0.577425716944136"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0367625163876911","0.0285538641481908","762.851455140565","-1.28747955782442","0.198317649776812"
"motr","gaze_duration","36","24","Gram_x_Lex","0.022414171797694","0.0285538641481908","762.851455146428","0.784978582281102","0.432709833375189"
"motr","gaze_duration","36","24","Gram_x_Synt","0.033556363655043","0.0280009535943637","768.067027697189","1.19840074524453","0.231130681911922"
"motr","gaze_duration","36","24","Gram_x_Lex","0.00418653954212238","0.0280009535943637","768.067027697189","0.149514177365912","0.881187173099873"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0346984745432746","0.0284024796131588","741.518753607532","1.22167060819573","0.222220453715311"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0152501645539643","0.0284024796131588","741.518753607531","-0.53693074554304","0.591476515282545"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.00229529610296447","0.0270396286275362","761.202660571243","-0.0848863767539702","0.93237404273919"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0201505207509019","0.0270396286275361","761.202660571243","0.745221801248459","0.456367677069015"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0209171462012355","0.0271225510539916","759.824714071085","0.771208658049781","0.440823017571917"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0247769407732991","0.0271225510539916","759.824714071085","0.913518080359655","0.361259902367503"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0581372416955692","0.025961967096625","764.70074695776","2.23932344876621","0.0254216209323788"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0365058057125564","0.025961967096625","764.700746957759","-1.4061263376804","0.160092815020374"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0391717742358145","0.0273683893673843","738.634206363806","1.43127802334238","0.152773505778283"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0142455377806106","0.0273683893673843","738.634206363805","-0.520510636902418","0.60286369918477"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0228799199857212","0.0269381004808939","741.918505172507","0.849351646080204","0.395959627533863"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0323778995803789","0.0269381004808939","741.918505172507","-1.20193699638708","0.229771436920689"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.0216564249362938","0.0272553472866343","763.188002466374","-0.794575270259494","0.427107618948952"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0316680633662129","0.0272553472866343","763.18800247281","1.1619027647372","0.245638196028823"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0359676804977676","0.0271633373696112","740.848125034982","1.3241259720172","0.185869584200799"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0186399353665256","0.0271633373696112","740.848125034981","-0.686216686590908","0.492791176061978"
"motr","gaze_duration","36","24","Gram_x_Synt","-0.00359655809657165","0.0274998036423625","762.864814948499","-0.130784864624679","0.895979976586244"
"motr","gaze_duration","36","24","Gram_x_Lex","0.0435706435582982","0.0274998036423625","762.864814948498","1.58439835152783","0.113517527584588"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0268557186403943","0.0276328024182455","742.292107733771","0.971878213215967","0.331427721674528"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.00349164401798774","0.0276328024182455","742.292107732772","-0.126358664790447","0.899482238064743"
"motr","gaze_duration","36","24","Gram_x_Synt","0.00985931476666512","0.0271760719383768","739.538063879205","0.36279396040096","0.716862465358304"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0116797583303623","0.0271760719383768","739.538063872931","-0.429780961606474","0.667480177334573"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0571923392094891","0.0267630457409497","740.541222762881","2.13698918139127","0.0329258952120726"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.0129974429845233","0.0267630457409497","740.541222762915","-0.485648872341766","0.627359792636695"
"motr","gaze_duration","36","24","Gram_x_Synt","0.0438787473893771","0.0276581927920921","764.58130387682","1.58646473105512","0.113047383349452"
"motr","gaze_duration","36","24","Gram_x_Lex","-0.00106627352175642","0.0276581927920921","764.58130388411","-0.0385518146384924","0.969257783629601"
"motr","gaze_duration","36","48","Gram_x_Synt","0.00207222742810562","0.0192565872427023","1599.74011545518","0.107611354077859","0.914317484030178"
"motr","gaze_duration","36","48","Gram_x_Lex","0.0122033187331002","0.0192565872427023","1599.74011545296","0.63372177942511","0.526353002765934"
"motr","gaze_duration","36","48","Gram_x_Synt","0.00949588157088786","0.0192435197679764","1557.01816405651","0.493458664806745","0.621758132532152"
"motr","gaze_duration","36","48","Gram_x_Lex","0.0294252418603859","0.0192435197679764","1557.01816404327","1.52909874155938","0.126443088210786"
"motr","gaze_duration","36","48","Gram_x_Synt","0.0192734872718513","0.0192707245897359","1603.9164940675","1.00014336161064","0.317391994734481"
