"method","region","measure","beta","bval","pval","sig"
"et","R4","FPReg","b_Gram_x_Synt",-0.0105680037073022,0.877780428067835,""
"et","R4","FPReg","b_Gram_x_Gen_x_Lex",0.0609449902723877,0.660231967716738,""
"et","R4","FPReg","b_Gram_x_Gen_x_Synt",-0.114455563415573,0.400503390962031,""
"et","R4","RegIn_incl","b_0",-1.32899781587852,0.00000000000000000000000000000000000000000000000323111517883005,"SIG"
"et","R4","RegIn_incl","b_Gram",0.401397975839695,0.00000000000678550845309829,"SIG"
"et","R4","RegIn_incl","b_Gen",-0.0597912819777314,0.302557028881761,""
"et","R4","RegIn_incl","b_Lex",0.240923789868774,0.0260229434611523,"SIG"
"et","R4","RegIn_incl","b_Synt",0.126819007660496,0.240167995664507,""
"et","R4","RegIn_incl","b_Gram_x_Lex",0.0154559480247435,0.806612527200612,""
"et","R4","RegIn_incl","b_Gram_x_Synt",-0.0308026771252967,0.622960293959622,""
"et","R4","RegIn_incl","b_Gram_x_Gen_x_Lex",0.035992084567053,0.774518615445758,""
"et","R4","RegIn_incl","b_Gram_x_Gen_x_Synt",0.0652870840554066,0.600540151923294,""
"et","R5","gaze_duration","b_0",5.64428434081862,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000372355088878464,"SIG"
"et","R5","gaze_duration","b_Gram",0.00413584224354435,0.822707297818488,""
"et","R5","gaze_duration","b_Gen",-0.000943731123046554,0.958963940848305,""
"et","R5","gaze_duration","b_Lex",0.0533067418792204,0.355048392219722,""
"et","R5","gaze_duration","b_Synt",0.0502463260779149,0.383612912059884,""
"et","R5","gaze_duration","b_Gram_x_Lex",0.0057446466469084,0.767766541992226,""
"et","R5","gaze_duration","b_Gram_x_Synt",-0.0206030958743349,0.292865504029182,""
"et","R5","gaze_duration","b_Gram_x_Gen_x_Lex",-0.065434689195794,0.0923894344961958,"."
"et","R5","gaze_duration","b_Gram_x_Gen_x_Synt",0.000431983223575069,0.991188220849642,""
"et","R5","go_past_time","b_0",5.72187887039681,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000133406427188002,"SIG"
"et","R5","go_past_time","b_Gram",-0.00989687795393522,0.624475976037163,""
"et","R5","go_past_time","b_Gen",-0.00429111438926191,0.81298481144355,""
"et","R5","go_past_time","b_Lex",0.0777283769224156,0.197785934358409,""
"et","R5","go_past_time","b_Synt",0.0617645952742659,0.305004019337189,""
"et","R5","go_past_time","b_Gram_x_Lex",-0.00269516041624815,0.888503484981661,""
"et","R5","go_past_time","b_Gram_x_Synt",0.00427061105445767,0.825322557787655,""
"et","R5","go_past_time","b_Gram_x_Gen_x_Lex",-0.0351081261058915,0.360589188299668,""
"et","R5","go_past_time","b_Gram_x_Gen_x_Synt",-0.00513425409612935,0.894305914430412,""
"et","R5","total_duration","b_0",5.88238250984509,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000379114763741249,"SIG"
"et","R5","total_duration","b_Gram",-0.0153472267548276,0.479803832273761,""
"et","R5","total_duration","b_Gen",-0.010238211808997,0.623179903456595,""
"et","R5","total_duration","b_Lex",0.0729870514827868,0.303675670539428,""
"et","R5","total_duration","b_Synt",0.0970121917679729,0.173550227709091,""
"et","R5","total_duration","b_Gram_x_Lex",-0.00274420076627242,0.900901321192406,""
"et","R5","total_duration","b_Gram_x_Synt",0.0159369153071101,0.470908591558393,""
"et","R5","total_duration","b_Gram_x_Gen_x_Lex",-0.0355996338709061,0.41898193076981,""
"et","R5","total_duration","b_Gram_x_Gen_x_Synt",0.00651219324066337,0.882734549744592,""
"et","R5","FPReg","b_0",-1.62793372961457,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000063182894123547,"SIG"
"et","R5","FPReg","b_Gram",0.416200032167143,0.0000000000954987445130255,"SIG"
"et","R5","FPReg","b_Gen",0.00597887222726235,0.924548044826077,""
"et","R5","FPReg","b_Lex",0.314915752156682,0.00463512706840587,"SIG"
"et","R5","FPReg","b_Synt",0.0781184904386057,0.477838525969897,""
"et","R5","FPReg","b_Gram_x_Lex",-0.0807287939668744,0.251771857079757,""
"et","R5","FPReg","b_Gram_x_Synt",-0.0105680037073022,0.877780428067835,""
"et","R5","FPReg","b_Gram_x_Gen_x_Lex",0.0609449902723877,0.660231967716738,""
"et","R5","FPReg","b_Gram_x_Gen_x_Synt",-0.114455563415573,0.400503390962031,""
"et","R5","RegIn_incl","b_0",-1.32899781587852,0.00000000000000000000000000000000000000000000000323111517883005,"SIG"
"et","R5","RegIn_incl","b_Gram",0.401397975839695,0.00000000000678550845309829,"SIG"
"et","R5","RegIn_incl","b_Gen",-0.0597912819777314,0.302557028881761,""
"et","R5","RegIn_incl","b_Lex",0.240923789868774,0.0260229434611523,"SIG"
"et","R5","RegIn_incl","b_Synt",0.126819007660496,0.240167995664507,""
"et","R5","RegIn_incl","b_Gram_x_Lex",0.0154559480247435,0.806612527200612,""
"et","R5","RegIn_incl","b_Gram_x_Synt",-0.0308026771252967,0.622960293959622,""
"et","R5","RegIn_incl","b_Gram_x_Gen_x_Lex",0.035992084567053,0.774518615445758,""
"et","R5","RegIn_incl","b_Gram_x_Gen_x_Synt",0.0652870840554066,0.600540151923294,""
