"measure","beta","bval_mean","crI_95_lower","crI_95_upper","crl_89_lower","crl_89_upper","hpdi_95_lower","hpdi_95_upper","hpdi_89_lower","hpdi_89_upper","bval_median"
"FPReg","b_0",0.252639405028978,0.189745299901444,0.326945486748251,0.199503704415938,0.311679092175377,0.18590595639183,0.320855453532095,0.195336273636943,0.306588348404075,0.251003723951463
"FPReg","b_Gram",0.102483842496901,0.0606888108461291,0.147875882919166,0.06838256356195,0.139129531215925,0.0604071799086255,0.147587807413947,0.066995239288929,0.137372419670937,0.101568003439857
"FPReg","b_Gen",0.00583010271490724,-0.0142471182716706,0.0270217810506413,-0.0106547534952374,0.0230406978324296,-0.014971006992354,0.0260421580662965,-0.0108398146832437,0.0227585491874722,0.00564621521787236
"FPReg","b_TypL",0.0530648968166364,0.0257256772522161,0.0823913040596542,0.030427288521881,0.0766415959960749,0.0257898730589881,0.0824043037493086,0.030813961522267,0.076981878168584,0.0526715278048471
"FPReg","b_TypS",-0.0549988040396794,-0.0904285956673324,-0.0155816379793981,-0.0842828190201852,-0.023019454410892,-0.0916315301076722,-0.017089152296654,-0.0858157168034816,-0.0247876651426092,-0.0558977105012406
"FPReg","b_Gram_x_TypL",-0.0180537796219926,-0.079569632827691,0.0425728696111323,-0.0675499626628497,0.030776502489013,-0.0824180175813427,0.0391872074364861,-0.0667681229913864,0.0314836357414244,-0.0183548205740358
"FPReg","b_Gram_x_TypS",-0.00159821566471293,-0.0581878379026612,0.0570123029268043,-0.0473709285277465,0.0457382477554977,-0.0617500736536122,0.0526609351181253,-0.0475810278374512,0.0454276835604766,-0.00226104020059634
"FPReg","b_Gram_x_Gen_x_TypL",-0.00179936880835129,-0.053288078792013,0.0477880988468218,-0.04286741873694,0.0388721510625678,-0.051627858326732,0.0490457227080607,-0.0445622727927835,0.0366012846699341,-0.00150048426309236
"FPReg","b_Gram_x_Gen_x_TypS",0.019818118160437,-0.0309963046721215,0.0708048929376875,-0.020579716892492,0.061789954202595,-0.0288381249734911,0.0725510950012079,-0.0201089321772923,0.0621888247627998,0.0196088573629403
"RegIn","b_0",0.138318405565233,0.0952239942096315,0.189442819050112,0.103091572166093,0.178885920274019,0.0923906858710404,0.185275222517504,0.0989103105334046,0.174402488260597,0.136651194920477
"RegIn","b_Gram",0.0248297283008713,-0.0010715159214316,0.0563532173437495,0.00326055277924373,0.0486734271505933,-0.00233438682335109,0.0542479733060977,0.00315620008388287,0.0483481489803105,0.0240577216740801
"RegIn","b_Gen",-0.00233363107921794,-0.0187469700514907,0.0150952734973596,-0.0157217220070775,0.0119379615297526,-0.0180915243421673,0.0155427735361666,-0.0159520888515689,0.0116076131072002,-0.00259985541593487
"RegIn","b_TypL",0.0190432840682317,0.00108236561233556,0.0395249367947194,0.00412694288130039,0.0351886091459955,-0.000302167049637911,0.0380368620478727,0.0036837994702576,0.0345833223937704,0.0186766819939252
"RegIn","b_TypS",-0.0273880445452451,-0.0533294360135231,0.00203564509863813,-0.0486717604178609,-0.00383563878126521,-0.0533496441074278,0.0020170068212101,-0.0495313324726859,-0.00486637749223789,-0.0281506479817968
"RegIn","b_Gram_x_TypL",0.0100907476261527,-0.0391431761304965,0.060265093791284,-0.0306374554077793,0.0510831784484899,-0.0380901061041361,0.0611092591322125,-0.028041095213845,0.053293845449627,0.0102167687608861
"RegIn","b_Gram_x_TypS",0.00194978571663682,-0.0473485485305408,0.0529574384221473,-0.0380062432533965,0.0426242702668969,-0.0467466024068654,0.0533795252254476,-0.0386831073572783,0.0417654658167738,0.00186355504684124
"RegIn","b_Gram_x_Gen_x_TypL",0.00831657555097818,-0.0357940929660608,0.0525626480865712,-0.0269047855740764,0.0436483883105245,-0.0370723530947176,0.0510285309212708,-0.0270251221946583,0.0434110907436163,0.00835537869473747
"RegIn","b_Gram_x_Gen_x_TypS",-0.0314651078741408,-0.0723829272585947,0.00675930946518015,-0.0642513066734929,-0.000374024626870359,-0.0710380653686362,0.00802607945908157,-0.0636799662360284,-0.0000557863346263149,-0.0311066616967258
